id,name,acronym,red,green,blue,structure_order,parent_id,parent_acronym,collapse
2074,"Accumbens nucleus, core region",AcbC,160,232,224,48410,56,Acb,
2006,"Accumbens nucleus, shell region",AcbSh,160,232,224,48420,56,Acb,
2007,"Lateral accumbens, shell region",LAcbSh,160,232,224,48430,56,Acb,
998,Interstitial nucleus of the posterior limb of the anterior commissure,IPAC,160,228,224,48500,493,STRv,
2012,"Interstitial nucleus of the posterior limb of the anterior commissure, medial part",IPACM,160,228,224,48510,998,IPAC,
2372,"Interstitial nucleus of the posterior limb of the anterior commissure, lateral part",IPACL,160,228,224,48520,998,IPAC,
754,Olfactory tubercle,Tu,160,224,224,48600,493,STRv,
481,Island of Calleja,ICj,160,224,224,48700,754,Tu,
489,"Island of Calleja, major island",ICjM,160,224,224,48800,754,Tu,
458,Olfactory tubercle 1 ,Tu1,160,224,224,49000,754,Tu,
465,Olfactory tubercle 2,Tu2,160,224,224,49100,754,Tu,
473,Olfactory tubercle 3,Tu3,160,224,224,49200,754,Tu,
2018,Navicular nucleus of the basal forebrain,Nv,160,224,224,49210,754,Tu,
275,Lateral septal complex,LSX,160,239,232,49300,477,STR,
242,Lateral septal nucleus,LS,153,239,232,49400,275,LSX,
250,"Lateral septal nucleus, dorsal part",LSD,153,237,232,49500,242,LS,
258,"Lateral septal nucleus, intermediate part",LSI,153,237,233,49600,242,LS,
266,"Lateral septal nucleus, ventral part",LSV,153,237,234,49700,242,LS,
2008,Zona limitans,ZL,153,237,234,49710,242,LS,
310,Septofimbrial nucleus,SFi ,147,239,232,49800,275,LSX,
333,Septohippocampal nucleus,SHi ,139,239,232,49900,275,LSX,
2009,Septohypothalamic nucleus,SHy ,139,239,232,49910,275,LSX,
278,Striatum-like amygdalar nuclei,sAMY,160,208,232,50000,477,STR,
23,Anterior amygdaloid area,AA,186,208,248,50100,278,sAMY,
292,Bed nucleus of the accessory olfactory tract,BAOT,160,208,232,50200,278,sAMY,
536,Central amygdalar nucleus,Ce,171,208,248,50300,278,sAMY,
544,"Central amygdaloid nucleus, capsular part",CeC,171,209,248,50400,536,Ce,
551,"Central amygdaloid nucleus, lateral part",CeL,171,209,249,50500,536,Ce,
559,"Central amygdaloid nucleus, medial part",CeM,171,209,250,50600,536,Ce,
1105,Intercalated nuclei of the amygdala,I,184,208,248,50700,278,sAMY,
2375,"Intercalated amygdalar nucleus, main part",IM,184,208,248,50710,1105,I,
403,Medial amygdaloid nucleus,Me,176,208,248,50800,278,sAMY,
411,"Medial amygdaloid nucleus, anterodorsal part",MeAD,176,209,248,50900,403,Me,
418,"Medial amygdaloid nucleus, anterventral part",MeAV,176,208,249,51000,403,Me,
426,"Medial amygdaloid nucleus, posterodorsal part",MePD,176,208,250,51100,403,Me,
435,"Medial amygdaloid nucleus, posteroventral part",MePV ,176,208,251,51500,403,Me,
803,Pallidum,PAL,160,200,176,51600,623,CNU,
1022,Globus pallidus,GP,160,216,177,51800,803,PAL,
1031,Entopeduncular nucleus,EP,160,216,178,51900,803,PAL,
835,Ventral pallidum,VeP,160,208,176,52000,803,PAL,
342,Substantia innominata,SI,152,208,176,52100,803,PAL,
2371,"Substantia innominata, basal part",SIB,152,208,176,52110,342,SI,
2027,Extension of the amygdala,EA,152,208,176,52120,342,SI,
2013,Cell bridges of the ventral striatum,CB,160,228,224,52130,342,SI,
298,Magnocellular nucleus,MCPO,162,208,176,52200,835,PAL,
2028,Basal nucleus (Meynert),B,162,208,176,52210,835,PAL,
826,"Pallidum, medial region",PALm,160,224,176,52300,803,PAL,
904,Medial septal complex,MSC,160,224,176,52400,826,PALm,
564,Medial septal nucleus,MS,118,224,176,52500,904,MSC,
2005,Lambdoid septal zone,Ld,118,224,176,52510,564,MS,
2280,Diagonal band nucleus,NDB,138,224,176,52600,904,MSC,
596,Nucleus of the vertical limb of the diagonal band,VDB,138,224,176,52610,2280,NDB,
2293,Lateral nucleus of the diagnoal band,LDB,138,224,176,52620,2280,NDB,
2004,Nucleus of the horizontal limb of the diagonal band,HDB,138,224,176,52630,2280,NDB,
581,Triangular septal nucleus,TS,128,224,176,52700,826,PALm,
809,"Pallidum, caudal region",PALc,160,190,176,52800,803,PAL,
2308,Nucleus of stria medullaris,SM,160,190,176,52810,809,PALc,
351,Bed nuclei of the stria terminalis,ST,160,190,160,52900,809,PALc,
359,"Bed nuclei of the stria terminalis, anterior division",STa,160,190,161,53000,351,ST,
537,"Bed nucleus of the stria terminalis, medial division, anterolateral part",STMAL,160,190,161,53100,359,STa,
498,"Bed nucleus of the stria terminalis, medial division, anterior part",STMA,160,190,161,53200,359,STa,
513,"Bed nuclei of the stria terminalis, fusiform nucleus",Fu,160,190,161,53400,359,STa,
546,"Bed nucleus of the stria terminalis, lateral division, juxtacapsular part",STLJ,160,190,161,53500,359,STa,
554,"Bed nucleus of the stria terminalis, lateral division, dorsal part",STLD,160,190,161,53700,359,STa,
529,"Bed nucleus of the stria terminalis, medial division, posterolateral part",STMPL,160,190,161,53900,359,STa,
2359,"Bed nuclei of the stria terminalis, medial division",STm,160,190,161,53910,351,ST,
2010,"Bed nucleus of the stria terminalis, medial division, ventral part",STMV,160,190,161,53920,2359,STm,
2025,"Bed nucleus of the stria terminalis, medial division, posteromedial part",STMPM,160,190,168,53930,2359,STm,
367,"Bed nuclei of the stria terminalis, posterior division",STp,160,190,168,54000,351,ST,
578,"Bed nucleus of the stria terminalis, medial division, anteromedial part",STMAM,160,190,168,54200,367,STp,
585,"Bed nucleus of the stria terminalis, medial division, posterointermediate part",STMPI,160,190,168,54300,367,STp,
2360,"Bed nuclei of the stria terminialis, lateral division",STl,160,190,168,54510,351,ST,
2015,"Bed nuclus of the stria terminalis, lateral division, posterior part",STLP,160,190,168,54520,2360,STl,
2014,"Bed nucleus of the stria terminalis, lateral division, ventral part ",STLV,160,190,168,54530,2360,STl,
2022,"Bed nucleus of the stria terminalis, lateral division, intermediate part",STLI,160,190,168,54540,2360,STl,
2049,"Bed nucleus of the stria terminalis, intraamygdaloid",STIA,160,190,168,54550,351,ST,
287,Bed nucleus of the anterior commissure,BAC,160,190,152,54600,809,PALc,
512,Cerebellum,CBL,240,255,160,54700,8,grey,
528,Cerebellar cortex,CBX,240,240,128,54800,512,CB,
645,Vermal regions,VERM,240,242,128,54900,528,CBX,
912,Lobule 1 of the cerebellar vermis,1Cb,240,242,128,55000,645,VERM,
10707,"Lobule 1 of the cerebellar vermis, molecular layer",1Cb-mo,240,242,128,55100,912,1Cb,
10705,"Lobule 1 of the cerebellar vermis, granular layer",1Cb-gr,227,219,97,55300,912,1Cb,
976,Lobule 2 of the cerebellar vermis,2Cb,240,242,128,55500,645,VERM,
10710,"Lobule 2 of the cerebellar vermis, molecular layer",2Cb-mo,240,242,128,55600,976,2Cb,
10708,"Lobule 2 of the cerebellar vermis, granular layer",2Cb-gr,227,219,97,55800,976,2Cb,
984,Lobule 3 of the cerebellar vermis,3Cb,240,242,128,55900,645,VERM,
10713,"Lobule 3 of the cerebellar vermis, molecular layer",3Cb-mo,240,242,128,56000,984,3Cb,
10711,"Lobule 3 of the cerebellar vermis, granular layer",3Cb-gr,227,219,97,56200,984,3Cb,
928,Culmen,CUL,240,242,128,56300,645,VERM,
992,Lobule 4 of the cerebellar vermis,4Cb,240,242,128,56400,928,CUL,
1001,Lobule 5 of the cerebellar vermis,5Cb,240,242,128,56800,928,CUL,
1091,Lobules 4 and 5 of the cerebellar vermis,4/5Cb,240,242,128,57200,928,CUL,
10722,"Lobules 4 and 5 of the cerebellar vermis, molecular layer",4/5Cb-mo,240,242,128,57300,1091,4/5Cb,
10720,"Lobules 4 and 5 of the cerebellar vermis, granular layer",4/5Cb-gr,227,219,97,57500,1091,4/5Cb,
936,Lobule 6 of the cerebellar vermis,6Cb,240,242,128,57600,645,VERM,
10725,"Lobule 6 of the cerebellar vermis, molecular layer",6Cb-mo,240,242,128,57700,936,6Cb,
10723,"Lobule 6 of the cerebellar vermis, granular layer",6Cb-gr,227,219,97,57900,936,6Cb,
944,Lobule 7 of the cerebellar vermis,7Cb,240,242,128,58000,645,VERM,
10728,"Lobule 7 of the cerebellar vermis, molecular layer",7Cb-mo,240,242,128,58100,944,7Cb,
10726,"Lobule 7 of the cerebellar vermis, granular layer",7Cb-gr,227,219,97,58300,944,7Cb,
951,Lobule 8 of the cerebellar vermis,8Cb,240,242,128,58400,645,VERM,
10731,"Lobule 8 of the cerebellar vermis, molecular layer",8Cb-mo,240,242,128,58500,951,8Cb,
10729,"Lobule 8 of the cerebellar vermis, granular layer",8Cb-gr,227,219,97,58700,951,8Cb,
957,Lobule 9 of the cerebellar vermis,9Cb,240,242,128,58800,645,VERM,
10734,"Lobule 9 of the cerebellar vermis, molecular layer",9Cb-mo,240,242,128,58900,957,9Cb,
10732,"Lobule 9 of the cerebellar vermis, granular layer",9Cb-gr,227,219,97,59100,957,9Cb,
968,Lobule 10 of the cerebellar vermis,10Cb,240,242,128,59200,645,VERM,
10737,"Lobule 10 of the cerebellar vermis, molecular layer",10Cb-mo,240,242,128,59300,968,10Cb,
10735,"Lobule 10 of the cerebellar vermis, granular layer",10Cb-gr,227,219,97,59500,968,10Cb,
1073,Hemispheric regions,HEM,240,241,128,59600,528,CBX,
1007,Simple lobule,Sim,240,241,128,59700,1073,HEM,
10674,"Simple lobule, molecular layer",Sim-mo,240,241,128,59800,1007,Sim,
10672,"Simple lobule, granular layer",Sim-gr,227,219,97,60000,1007,Sim,
1056,Crus 1 of the ansiform lobule,Crus1,240,241,128,60200,1073,HEM,
10677,"Crus 1 of the ansiform lobule, molecular layer",Crus1-mo,240,241,128,60300,1056,Crus1,
10675,"Crus 1 of the ansiform lobule, granular layer",Crus1-gr,227,219,97,60500,1056,Crus1,
1064,Crus 2 of the ansiform lobule,Crus2,240,241,128,60600,1073,HEM,
10680,"Crus 2 of the ansiform lobule, molecular layer",Crus2-mo,240,241,128,60700,1064,Crus2,
10678,"Crus 2 of the ansiform lobule, granular layer",Crus2-gr,227,219,97,60900,1064,Crus2,
1025,Paramedian lobule,PM,240,241,128,61000,1073,HEM,
10683,"Paramedian lobule, molecular layer",PM-mo,240,241,128,61100,1025,PM,
10681,"Paramedian lobule, granular layer",PM-gr,227,219,97,61300,1025,PM,
1033,Copula of the pyramis,Cop,240,241,128,61400,1073,HEM,
10686,"Copula of the pyramis, molecular layer",Cop-mo,240,241,128,61500,1033,Cop,
10684,"Copula of the pyramis, granular layer",Cop-gr,227,219,97,61700,1033,Cop,
1041,Paraflocculus,PFl,240,241,128,61800,1073,HEM,
10689,"Paraflocculus, molecular layer",PFl-mo,240,241,128,61900,1041,PFl,
10687,"Paraflocculus, granular layer",PFl-gr,227,219,97,62100,1041,PFl,
1049,Flocculus,Fl,240,241,128,62200,1073,HEM,
10692,"Flocculus, molecular layer",Fl-mo,240,241,128,62300,1049,Fl,
10690,"Flocculus, granular layer",Fl-gr,227,219,97,62500,1049,Fl,
519,Cerebellar nuclei,CBN,240,240,144,62900,512,CB,
989,Medial cerebellar nucleus,Med,240,240,82,63000,519,CBN,
2244,"Medial cerebellar nucleus, dorsolateral protuberance",MedDL,240,240,82,63010,989,Med,
2245,"Medial cerebellar nucleus, lateral part",MedL,240,240,82,63020,989,Med,
91,Interposed cerebellar nucleus,Int,240,240,82,63100,519,CBN,
2239,"Interposed cerebellar nucleus, anterior part",IntA,240,240,82,63110,91,Int,
2240,"Interposed cerebellar nucleus, dorsolateral hump",IntDL,240,240,82,63120,91,Int,
2241,"Interposed cerebellar nucleus, posterior part",IntP,240,240,82,63130,91,Int,
2242,"Interposed cerebellar nucleus, posterior parvicellular",IntPPC,240,240,82,63140,91,Int,
2281,Dentate nucleus ,DN,240,240,82,63200,519,CBN,
846,Lateral (dentate) cerebellar nucleus,Lat,240,240,82,63210,2281,DN,
2247,"Lateral cerebellar nucleus, parvicellular part",LatPC,240,240,82,63220,2281,DN,
343,Brain stem,BS,144,96,128,63300,8,grey,
1129,Interbrain,IB,255,95,95,63400,343,BS,
549,Thalamus,TH,255,112,128,63500,1129,IB,
2414,Periventricular gray ,PVG,255,112,128,63510,549,TH,
864,"Thalamus, sensory-motor cortex related",DORsm,255,128,176,63600,549,TH,
2115,Ethmoid thalamic nucleus,Eth,255,131,130,63610,864,DORsm,
2116,Retroethmoid nucleus,REth,255,131,130,63620,864,DORsm,
2117,Scaphoid thalamic nucleus,Sc,255,131,130,63630,864,DORsm,
2120,Posterior intralaminar thalamic nucleus,PIL,255,108,144,63640,864,DORsm,
637,Ventral group thalamic nucleus,VENT,255,108,160,63700,864,DORsm,
629,Ventrolateral thalamic nucleus,VL,255,108,161,63800,637,VENT,
2316,Ventral anterior thalamic nucleus,VA,255,108,161,63810,637,VENT,
685,Ventromedial thalamic nucleus,VM,255,108,162,63900,637,VENT,
709,Ventral posterior thalamic nucleus,VP,255,108,144,64000,637,VENT,
718,Ventral posterolateral thalamic nucleus,VPL,255,108,145,64100,709,VP,
733,Ventral posteromedial thalamic nucleus,VPM,255,108,147,64200,709,VP,
2362,"Ventral posteromedial nucleus of the thalamus, dorsal part",VPMd,255,108,147,64210,733,VPM,
2363,"Ventral posteromedial nucleus of the thalamus, ventral part",VPMv,255,108,147,64220,733,VPM,
2361,"Ventral posterior nucleus of the thalamus, parvicellular",VPPC,255,108,147,64230,709,VP,
406,Subparafascicular thalamic nucleus,SPF,255,112,165,64500,864,DORsm,
422,"Subparafascicular thalamic nucleus, parvicellular part",SPFPC,255,110,165,64700,406,SPF,
1044,Peripeduncular nucleus,PP,255,112,163,64900,864,DORsm,
2158,Subbrachial nucleus,SubB,255,112,160,64910,864,DORsm,
1008,Geniculate group of the thalamus,GENd,255,112,160,65000,864,DORsm,
475,Medial geniculate nucleus,MG,255,112,162,65100,1008,GENd,
1072,"Medial geniculate nucleus, dorsal part",MGD,255,112,162,65200,475,MG,
1079,"Medial geniculate nucleus, ventral part",MGV,255,112,162,65300,475,MG,
1088,"Medial geniculate nucleus, medial part",MGM,255,112,162,65400,475,MG,
2126,Marginal zone of the medial geniculate,MZMG,255,112,162,65410,475,MG,
170,Dorsal lateral geniculate nucleus,DLG,255,112,161,65500,1008,GENd,
856,"Thalamus, polymodal association cortex related",DORpm,255,136,176,65600,549,TH,
138,Lateral group of the dorsal thalamus,LAT,255,130,130,65700,856,DORpm,
218,Lateral posterior thalamic nucleus,LP,255,135,130,65800,138,LAT,
2069,"Lateral posterior thalamic nucleus, mediorostral part",LPMR,255,135,130,65810,218,LP,
2070,"Lateral posterior thalamic nucleus, mediocaudal part",LPMC,255,135,130,65820,218,LP,
2071,"Lateral posterior thalamic nucleus, laterorostral part",LPLR,255,135,130,65830,218,LP,
2127,"Lateral posterior thalamic nucleus, laterocaudal part",LPLC,255,135,130,65840,218,LP,
2094,Intramedullary thalamic area,IMA,255,135,130,65850,138,LAT,
1020,Posterior thalamic nuclear group,Po,255,134,130,65900,138,LAT,
2055,Angular thalamic nucleus,Ang,255,134,130,65910,1020,Po,
2128,"Posterior thalamic nuclear group, triangular part",PoT,255,134,130,65920,1020,Po,
1029,Posterior limitans thalamic nucleus,PLi,255,133,130,66000,138,LAT,
325,Suprageniculate thalamic nucleus,SG,255,131,130,66100,138,LAT,
239,Anterior group of the dorsal thalamus,ATN,255,136,136,66200,856,DORpm,
255,Anteroventral thalamic nucleus,AV,255,136,133,66300,239,ATN,
2035,"Anteroventral thalamic nucleus, ventrolateral part",AVVL,255,136,133,66310,255,AV,
2036,"Anterovent thalamic nucleus, dorsomedial part",AVDM,255,136,133,66320,255,AV,
1096,Anteromedial thalamic nucleus,AM,255,136,134,66400,239,ATN,
1104,"Anteromedial thalamic nucleus, ventral part",AMV,255,136,134,66600,1096,AM,
64,Anterodorsal thalamic nucleus,AD,255,136,135,66700,239,ATN,
1120,Interanteromedial thalamic nucleus,IAM,255,136,129,66800,239,ATN,
1113,Interanterodorsal thalamic nucleus,IAD,255,144,159,66900,239,ATN,
2282,Lateral dorsal nucleus of thalamus,LD,255,136,128,67000,239,ATN,
155,"Laterodorsal thalamic nucleus, ventrolateral part",LDVL,255,136,128,67010,2282,LD,
2046,"Laterodorsal thalamic nucleus, dorsomedial part",LDDM,255,136,128,67020,2282,LD,
444,Medial group of the dorsal thalamus,MED,255,144,176,67100,856,DORpm,
59,Intermediodorsal thalamic nucleus,IMD,255,144,164,67200,444,MED,
2091,Posteromedian thalamic nucleus,PoMn,255,144,164,67210,444,MED,
362,Mediodorsal thalamic nucleus,MD,255,144,163,67300,444,MED,
617,"Mediodorsal thalamic nucleus, central part",MDC,255,144,163,67400,362,MD,
626,"Mediodorsal thalamic nucleus, lateral part ",MDL,255,144,163,67500,362,MD,
636,"Mediodorsal thalamic nucleus, medial part",MDM,255,144,163,67600,362,MD,
366,Submedius thalamic nucleus,Sub,255,144,161,67700,444,MED,
2377,"Submedius thalamic nucleus, dorsal part",SubD,255,144,161,67710,366,Sub,
2378,"Submedius thalamic nucleus, ventral part",SubV,255,144,161,67720,366,Sub,
571,Midline group of the dorsal thalamus,MTN,255,134,134,67900,856,DORpm,
149,Paraventricular nucleus of the thalamus,PVT,255,133,133,68000,571,MTN,
2089,"Paraventricular thalamic nucleus, anterior part",PV,255,133,133,68010,149,PVT,
2090,"Paraventricular thalamic nucleus, posterior part",PVP,255,133,133,68020,149,PVT,
15,Parataenial thalamic nucleus,PT,255,133,134,68100,571,MTN,
2038,Xiphoid thalamic nucleus,Xi,255,133,134,68110,571,PT,
2039,Paraxiphoid nucleus of thalamus,PaXi,255,133,134,68120,2038,Xi,
2032,Accessory neuosecretory nuclei,ANS,255,133,134,68130,571,MTN,
181,Reuniens area,RE,255,133,132,68200,571,MTN,
2092,Reuniens thalamic nucleus,Re,255,133,132,68210,181,RE,
2093,Retrouniens area,RRe,255,133,132,68220,181,RE,
2037,Ventral reuniens thalamic nucleus,VRe ,255,133,132,68230,181,RE,
51,Intralaminar nuclei of the dorsal thalamus,ILM,255,136,132,68300,856,DORpm,
189,Rhomboid thalamic nucleus,Rh,255,128,132,68400,51,ILM,
599,Central medial thalamic nucleus,CM,255,134,132,68500,51,ILM,
907,Paracentral thalamic nucleus,PC,255,132,132,68600,51,ILM,
2064,Oval paracentral thalamic nucleus,OPC,255,132,132,68610,907,PC,
575,Centrolateral thalamic nucleus,CL,255,135,132,68700,51,ILM,
930,Parafascicular thalamic nucleus,PaF,255,130,132,68800,51,ILM,
262,Reticular nucleus (prethalamus),Rt,255,128,128,68900,856,DORpm,
1014,"Geniculate group, ventral thalamus",GENv,255,135,133,69000,856,DORpm,
27,Intergeniculate leaflet,IGL,255,135,134,69100,1014,GENv,
178,Pregeniculate nucleus of the prethalamus,PrG,255,135,135,69200,1014,GENv,
2072,"Pregeniculate nucleus, magnocellular part",PrGMC,255,135,135,69210,178,PrG,
2073,"Pregeniculate nucleus, parvicellular part",PrGPC,255,135,135,69220,178,PrG,
321,Subgeniculate nucleus of the prethalamus,SubG,255,135,133,69500,1014,GENv,
958,Epithalamus,EPI,255,136,144,69600,856,DORpm,
483,Medial habenular nucleus,MHb,255,134,144,69700,958,EPI,
186,Lateral habenular nucleus,LHb,255,135,144,69800,958,EPI,
2058,"Lateral habenular nucleus, medial part",LHbM,255,135,144,69810,186,LHb,
2059,"Lateral habenular nucleus, lateral part",LHbL,255,135,144,69820,186,LHb,
953,Pineal gland,Pi,255,132,144,69900,958,EPI,
1097,Hypothalamus,HY,255,105,110,70000,1129,IB,
157,Periventricular zone,PVZ,255,76,80,70100,1097,HY,
390,Supraoptic nucleus,SO,255,76,60,70200,157,PVZ,
2051,"Supraoptic nucleus, retrochiasmatic part",SOR,255,76,60,70210,390,SO,
2034,Episupraoptic nucleus,ESO,255,76,60,70220,390,SO,
332,Accessory supraoptic group,ASO,255,76,62,70300,157,PVZ,
432,Circulur nucleus,Cir,255,76,62,70400,332,ASO,
38,"Paraventricular hyoothalamic nucleus, anterior part",PVA,255,76,77,70500,157,PVZ,
71,"Paraventricular hypothalamic nucleus, magnocellular division",PVAm,255,76,76,70600,38,PVA,
79,"Paraventricular hypothalamic nucleus, medial magnocellular part",PaMM,255,76,74,70800,71,PVAm,
652,"Paraventricular hypothalamic nucleus, lateral magnocellular part",PaLM,255,76,73,71000,71,PVAm,
660,"Paraventricular hypothalamic nucleus, posterior part",PaPo,255,76,73,71100,71,PVAm,
94,"Paraventricular hypothalamic nucleus, parvicellular division",PVAp,255,76,72,71200,38,PVA,
55,"Paraventricular hypothalamic nucleus, anterior parivcellular part",PaAP,255,76,69,71300,94,PVAp,
2026,Anterior perifornical nucleus,APF,255,76,69,71310,55,PaAP,
87,"Paraventricular hypothalamic nucleus, medial parvicellular part",PaMP,255,76,71,71400,94,PVAp,
30,"Paraventricular hypothalamic nucleus, ventral part",PaV,255,76,78,71600,157,PVZ,
223,Arcuate hypothalamic nucleus,Arc,255,76,79,71800,157,PVZ,
2061,"Arcuate hypothalamic nucleus, dorsal part",ArcD,255,76,79,71810,223,Arc,
2062,"Arcuate hypothalamic nucleus, lateral part",ArcL,255,76,79,71820,223,Arc,
2104,"Arcuate hypothalamic nucleus, lateroposterior part",ArcLP,255,76,79,71830,223,Arc,
2095,"Arcuate hypothalamic nucleus, medial part",ArcM,255,76,79,71840,223,Arc,
2103,"Arcuate hypothalamic nucleus, medial posterior part",ArcMP,255,76,79,71850,223,Arc,
141,Periventricular region,PVR,255,77,80,71900,1097,HY,
272,Anteroventral periventricular nucleus,AVPe,255,77,84,72300,141,PVR,
668,Dorsal hypothalamic area,DA,255,77,85,72350,141,PVR,
830,Dorsomedial hypothalamic nucleus,DM,255,77,85,72400,141,PVR,
2076,"Dorsomedial hypothalamic nucleus, dorsal part",DMD,255,77,85,72500,830,DM,
2077,"Dorsomedial hypothalamic nucleus, compact part",DMC,255,77,85,72600,830,DM,
2078,"Dorsomedial hypothalamic nucleus, ventral part",DMV,255,77,85,72700,830,DM,
452,Median preoptic nucleus,MnPO,255,77,86,72800,141,PVR,
2307,DA14 Dopamine Cells,DA14,255,77,86,72810,141,PVR,
523,Medial preoptic area,MPA,255,77,87,72900,141,PVR,
2016,Strial part of the preoptic area,StA,255,77,87,72910,523,MPA,
2023,Striohypothalamic nucleus,StHy,255,77,87,72920,523,MPA,
2306,Anterior commissural nucleus,AC,255,77,87,72930,523,MPA,
763,Vascular organ of the lamina terminalis,VOLT,255,77,88,73000,141,PVR,
914,Posterodorsal preoptic nucleus,PDPO,255,77,89,73100,141,PVR,
1109,Parastrial nucleus,PS,255,77,90,73200,141,PVR,
133,Periventricular hypothalamic nucleus,Pe,255,77,93,73500,141,PVR,
347,Subparaventricular zone of the hypothalamus,SPa ,255,77,80,73600,141,PVR,
286,Suprachiasmatic nucleus,SCh,255,77,94,73700,141,PVR,
2030,"Suprachiasmatic nucleus, dorsolateral part",SChDL,255,77,94,73710,286,SCh,
2031,"Suprachiasmatic nucleus, ventromedial part",SChVM,255,77,94,73720,286,SCh,
338,Subfornical organ,SFO,255,77,80,73800,141,PVR,
2011,Ventromedidal preoptic nucleus,VMPO,255,77,80,73810,141,PVR,
689,Ventrolateral preoptic nucleus,VLPO,255,77,80,73900,141,PVR,
467,Hypothalamic medial zone,MEZ ,255,78,80,74000,1097,HY,
88,Anterior hypothalamic nucleus,AHN,255,78,81,74100,467,MEZ ,
700,"Anterior hypothalamic area, anterior part",AHA,255,78,81,74200,88,AHN,
708,"Anterior hypothalamic area, central part",AHC,255,78,81,74300,88,AHN,
724,"Anterior hypothalamic area, posterior part",AHP,255,78,81,74500,88,AHN,
2029,Lateroanterior hypothalamic nucleus,LA,255,78,81,74510,88,AHN,
2047,Stigmoid hypothalamic nucleus,Stg,255,78,81,74520,724,AHP,
331,Mammillary body,MBO,255,78,82,74600,467,MEZ ,
210,Lateral mamilllary nucleus,LM,255,78,83,74700,331,MBO,
491,"Medial mammillary nucleus, medial part",MM,255,78,84,74800,331,MBO,
2118,Mammillary recess of the 3rd ventricle,MRe,255,78,84,74810,491,MM,
2119,"Medial mammillary nucleus, lateral part",ML,255,78,84,74820,491,MM,
732,"Medial mammillary nucleus, median part",MnM,255,78,84,74900,491,MM,
525,Retromamillary nucleus,RM,255,78,85,75000,331,MBO,
1110,"Retromamillary nucleus, lateral part",RML,255,78,85,75100,525,RM,
1118,"Retromamillary nucleus, medial part",RMM,255,78,85,75200,525,RM,
557,Tuberomammillary nucleus,TM,255,78,86,75300,331,MBO,
1126,Dorsal tuberomammillary nucleus,DTM,255,78,86,75400,557,TM,
1,Ventral tuberomammillary nucleus,VTM,255,78,86,75500,557,TM,
515,Medial preoptic nucleus,MPO,255,78,87,75600,467,MEZ ,
748,"Medial preoptic nucleus, lateral part",MPOL,255,78,87,75800,515,MPO,
756,"Medial preoptic nucleus, medial part",MPOM,255,78,87,75900,515,MPO,
980,"Premamillary nucleus, dorsal part",PMD,255,78,88,76000,467,MEZ ,
1004,"Premamillary nucleus, ventral part",PMV,255,78,89,76100,467,MEZ ,
63,"Paraventricular hypothalamic nucleus, descending division",PVHd,255,78,90,76200,467,MEZ ,
439,"Paraventricular hypothalamic nucleus, dorsal cap",PaDC,255,78,90,76300,63,PVHd,
693,Ventromedial hypothalamic nucleus,VMH,255,78,91,76700,467,MEZ ,
2044,"Ventromedial hypothalamic nucleus, shell region",VMHSh,255,78,91,76710,693,VMH,
769,"Ventromedial hypothalamic nucleus, central part",VMHC,255,78,91,76900,693,VMH,
777,"Ventromedial hypothalamic nucleus, dorsomedial part",VMHDM,255,78,91,77000,693,VMH,
785,"Ventromedial hypothalamic nucleus, ventrolateral part",VMHVL,255,78,91,77100,693,VMH,
2474,Posterior hypothalamic area,PHA,255,78,91,77110,467,MEZ ,
946,Posterior hypothalamic nucleus,PH,255,79,83,77150,2474,PHA,
2364,"Posterior hypothalamic nucleus, dorsal part",PHnd,255,79,83,77160,946,PH,
2365,"Posterior hypothalamic nucleus, ventral part",PHnv,255,79,83,77170,946,PH,
2075,"Posterior hypothalamic area, dorsal part",PHD,255,79,83,77180,946,PH,
2102,Submammillothalamic nucleus,SMT,255,79,83,77190,946,PH,
290,Hypothalamic lateral zone,LZ,255,79,80,77200,1097,HY,
2309,Juxtaparaventricular part of lateral hypothalamus,JPLH,255,79,81,77300,194,LH,
194,Lateral hypothalamic area,LH,255,79,81,77300,290,LZ,
2065,Magnocellular nucleus of the lateral hypothalamus,MCLH,255,79,81,77310,194,LH,
2033,Ventrolateral hypothalamic nucleus ,VLH,255,79,81,77320,194,LH,
2105,Gemini hypothalamic nucleus,Gem,255,79,81,77330,194,LH,
2081,Peduncular lateral hypothalamus,PLH,255,79,81,77340,194,LH,
2048,Tuberal region of lateral hypothalamus,TuLH,255,79,81,77350,194,LH,
2473,Perifornical part of lateral hypothalamus,PeFLH,255,79,81,77360,194,LH,
226,Lateral preoptic area,LPO,255,79,82,77400,290,LZ,
2379,Paraterete nucleus,PTe,255,79,80,77610,290,LZ,
364,Parasubthalamic nucleus,PSTh,255,79,80,77700,290,LZ,
173,Retrochiasmatic area,RCh,255,79,84,77800,290,LZ,
2283,"Retrochiasmatic area, medial part",RChM,255,79,84,77850,173,RCh,
2042,"Retrochiasmatic area, lateral part",RchL,255,79,84,77810,173,RCh,
470,Subthalamic nucleus,STh,255,79,85,77900,290,LZ,
2063,Subincertal nucleus,SubI,255,79,85,77910,290,LZ,
614,Medial tuberal nucleus,MTu,255,79,86,78000,290,LZ,
2080,Terete hypothalamic nucleus,Te,255,79,86,78010,614,MTu,
2079,Perifornical nucleus,PeF,255,79,86,78020,290,LZ,
2111,Ventral linear nucleus of the thalamus,VLi,255,79,87,78030,290,LZ,
797,Zona incerta,ZI,255,79,87,78100,290,LZ,
2125,"Zona incerta, caudal part",ZIC,255,79,87,78110,797,ZI,
